shift_no_1,site_code_1,next_site_code_1,shift_no_2,site_code_2,next_site_code_2
2309031129556913,536WH,451WH,2309031129556913,536WH,451WH
2309031129568939,536WH,024WH,2309031129568939,536WH,024WH
2309031129580036,573XF,025WH,2309031129580036,573XF,025WH
2309031129582511,574VJ,510WH,2309031129582511,574VJ,510WH
2309031129582601,574VJ,769WK,2309031129582601,574VJ,769WK
2309031129584692,574WG,027WK,2309031129584692,574WG,027WK
2309031129584908,574WG,577WH,2309031129584908,574WG,577WH
2309031129591990,577WH,579WH,2309031129591990,577WH,579WH
2309031129595761,579WH,576WH,2309031129595761,579WH,576WH
2309031129600938,571XF,536WH,2309031129600938,571XF,536WH
2309031129601214,571XF,573XF,2309031129601214,571XF,573XF
2309031129606836,574VJ,022WH,2309031129606836,574VJ,022WH
2309031129606836,574VJ,024WH,2309031129606836,574VJ,024WH
2309031129609074,574WG,022WH,2309031129609074,574WG,022WH
2309031129609134,574WG,351WF,2309031129609134,574WG,351WF
2309031129611088,575WK,027WK,2309031129611088,575WK,027WK
2309031129615999,577WH,021WW,2309031129615999,577WH,021WW
2309031129633292,573XF,025WH,2309031129633292,573XF,025WH
2309031129637451,574WG,512WH,2309031129637451,574WG,512WH
2309031129644992,577WH,573XF,2309031129644992,577WH,573XF
2309031129651332,573XF,022WH,2309031129651332,573XF,022WH
2309031129651362,573XF,022WH,2309031129651362,573XF,022WH
2309031129651526,573XF,851WH,2309031129651526,573XF,851WH
2309031129651556,573XF,553WH,2309031129651556,573XF,553WH
2309031129651814,573XF,769WK,2309031129651814,573XF,769WK
2309031129653930,574VJ,7311WJ,2309031129653930,574VJ,7311WJ
2309031129653930,574VJ,791WH,2309031129653930,574VJ,791WH
2309031129656576,574WG,510WH,2309031129656576,574WG,510WH
2309031129656628,574WG,571XF,2309031129656628,574WG,571XF
2309031129658119,575WK,371WH,2309031129658119,575WK,371WH
2309031129667173,579WH,029WH,2309031129667173,579WH,029WH
2309031129667233,579WH,573XF,2309031129667233,579WH,573XF
2309031129672367,592WH,571XF,2309031129672367,592WH,571XF
2309031129680579,532WH,535WH,2309031129680579,532WH,535WH
2309031129710769,579WH,510WH,2309031129710769,579WH,510WH
2309031129710799,579WH,551WH,2309031129710799,579WH,551WH
2309031129716458,573XF,791WH,2309031129716458,573XF,791WH
2309031129716540,573XF,769WK,2309031129716540,573XF,769WK
2309031129716570,573XF,851WH,2309031129716570,573XF,851WH
2309031129720712,574WG,510WH,2309031129720712,574WG,510WH
2309031129722525,575WK,757WL,2309031129722525,575WK,757WL
2309031129722525,579WH,757WL,2309031129722525,579WH,757WL
2309031129731207,579WH,024WH,2309031129731207,579WH,024WH
2309031129731237,579WH,571XF,2309031129731237,579WH,571XF
2309031129731267,579WH,574WG,2309031129731267,579WH,574WG
2309031129736585,592WH,027WK,2309031129736585,592WH,027WK
2309031129746846,551WH,025WH,2309031129746846,551WH,025WH
2309031129747048,551WH,573XF,2309031129747048,551WH,573XF
2309031129748960,553WH,551WH,2309031129748960,553WH,551WH
2309031129756945,539WH,027WK,2309031129756945,539WH,027WK
2309031129756945,539WH,7311WJ,2309031129756945,539WH,7311WJ
2309031129761753,551WH,536WH,2309031129761753,551WH,536WH
2309031129774845,551WH,769WK,2309031129774845,551WH,769WK
2309031129777081,539WH,595WH,2309031129777081,539WH,595WH
2309031129790097,539WH,510WH,2309031129790097,539WH,510WH
2309031129802926,539WH,571XF,2309031129802926,539WH,571XF
2309031129808597,553WH,536WH,2309031129808597,553WH,536WH
2309031129814834,553WH,029WH,2309031129814834,553WH,029WH
2309031129814984,553WH,558WH,2309031129814984,553WH,558WH
2309031129815014,553WH,757WL,2309031129815014,553WH,757WL
2309031129819121,558WH,573XF,2309031129819121,558WH,573XF
2309031129829840,553WH,512WH,2309031129829840,553WH,512WH
2309031129844372,573XF,553WH,2309031129844372,573XF,553WH
2309031129844514,573XF,574WG,2309031129844514,573XF,574WG
2309031129846650,551WH,558WH,2309031129846650,551WH,558WH
2309031129848424,553WH,551WH,2309031129848424,553WH,551WH
2309031129848510,553WH,791WH,2309031129848510,553WH,791WH
2309031129854640,553WH,791WH,2309031129854640,553WH,791WH
2309031129874562,558WH,025WH,2309031129874562,558WH,025WH
2309031129874562,558WH,512WH,2309031129874562,558WH,512WH
2309031129878480,558WH,531WH,2309031129878480,558WH,531WH
2309031129900740,571XF,573XF,2309031129900740,571XF,573XF
2309031129900830,571XF,575WK,2309031129900830,571XF,575WK
2309031129904155,574VJ,371WH,2309031129904155,574VJ,371WH
2309031129904155,574VJ,551WH,2309031129904155,574VJ,551WH
2309031129906859,574WG,510WH,2309031129906859,574WG,510WH
2309031129907151,574WG,575WK,2309031129907151,574WG,575WK
2309031129908561,575WK,551WH,2309031129908561,575WK,551WH
2309031129908621,575WK,574WG,2309031129908621,575WK,574WG
2309031129908681,575WK,577WH,2309031129908681,575WK,577WH
2309031129908681,575WK,595WH,2309031129908681,575WK,595WH
2309031129914097,577WH,574WG,2309031129914097,577WH,574WG
2309031129917773,579WH,551WH,2309031129917773,579WH,551WH
2309031129917953,579WH,791WH,2309031129917953,579WH,791WH
2309031129926108,595WH,020WS,2309031129926108,595WH,020WS
2309031129926138,595WH,022WH,2309031129926138,595WH,022WH
2309031129926168,595WH,023WH,2309031129926168,595WH,023WH
2309031129929401,551WH,553WH,2309031129929401,551WH,553WH
2309031129931715,553WH,769WK,2309031129931715,553WH,769WK
2309031129939900,558WH,551WH,2309031129939900,558WH,551WH
2309031129954251,558WH,7311WJ,2309031129954251,558WH,7311WJ
2309031129970321,591WH,510WH,2309031129970321,591WH,510WH
2309031129975561,595WH,571XF,2309031129975561,595WH,571XF
2309031129980484,573XF,851WH,2309031129980484,573XF,851WH
2309031129986638,575WK,7311WJ,2309031129986638,575WK,7311WJ
2309031129986638,575WK,791WH,2309031129986638,575WK,791WH
2309031129986668,575WK,7311WJ,2309031129986668,575WK,7311WJ
2309031129986668,575WK,791WH,2309031129986668,575WK,791WH
2309031129995888,579WH,021WW,2309031129995888,579WH,021WW
2309031129998901,591WH,023WH,2309031129998901,591WH,023WH
2309031129999163,591WH,595WH,2309031129999163,591WH,595WH
2309031130004228,595WH,024WH,2309031130004228,595WH,024WH
2309031130004378,595WH,757WL,2309031130004378,595WH,757WL
2309031130004438,595WH,769WK,2309031130004438,595WH,769WK
2309031130004468,595WH,771WH,2309031130004468,595WH,771WH
2309031130011130,574VJ,023WH,2309031130011130,574VJ,023WH
2309031130011130,574VJ,028WH,2309031130011130,574VJ,028WH
2309031130013591,574WG,573XF,2309031130013591,574WG,573XF
2309031130013621,574WG,576WH,2309031130013621,574WG,576WH
2309031130020582,577WH,551WH,2309031130020582,577WH,551WH
2309031130024483,579WH,7311WH,2309031130024483,579WH,7311WH
2309031130037325,574WG,027WK,2309031130037325,574WG,027WK
2309031130037385,574WG,551WH,2309031130037385,574WG,551WH
2309031130043857,577WH,510WH,2309031130043857,577WH,510WH
2309031130047569,579WH,021WW,2309031130047569,579WH,021WW
2309031130047809,579WH,757WL,2309031130047809,579WH,757WL
2309031130058650,579WH,025WH,2309031130058650,579WH,025WH
2309031130075559,595WH,553WH,2309031130075559,595WH,553WH
2309031130075769,595WH,755VF,2309031130075769,595WH,755VF
2309031130075799,595WH,769WK,2309031130075799,595WH,769WK
2309031130085815,574VJ,022WH,2309031130085815,574VJ,022WH
2309031130088109,574WG,757WL,2309031130088109,574WG,757WL
2309031130098794,573XF,024WH,2309031130098794,573XF,024WH
2309031130098794,579WH,024WH,2309031130098794,579WH,024WH
2309031130098824,579WH,536WH,2309031130098824,579WH,536WH
2309031130122458,573XF,791WH,2309031130122458,573XF,791WH
2309031130127253,574WG,757WL,2309031130127253,574WG,757WL
2309031130128676,575WK,027WK,2309031130128676,575WK,027WK
2309031130137297,579WH,027WK,2309031130137297,579WH,027WK
2309031130143644,592WH,595WH,2309031130143644,592WH,595WH
2309031130148746,595WH,579WH,2309031130148746,595WH,579WH
2309031130148986,595WH,757WL,2309031130148986,595WH,757WL
2309031130162352,591WH,791WH,2309031130162352,591WH,791WH
2309031130167042,595WH,024WH,2309031130167042,595WH,024WH
2309031130179664,573XF,025WH,2309031130179664,573XF,025WH
2309031130186384,575WK,510WH,2309031130186384,575WK,510WH
2309031130186384,575WK,539WH,2309031130186384,575WK,539WH
2309031130191438,577WH,371WH,2309031130191438,577WH,371WH
2309031130191498,577WH,571XF,2309031130191498,577WH,571XF
2309031130191610,577WH,595WH,2309031130191610,577WH,595WH
2309031130195784,579WH,851WH,2309031130195784,579WH,851WH
2309031130216320,573XF,022WH,2309031130216320,573XF,022WH
2309031130216372,573XF,576WH,2309031130216372,573XF,576WH
2309031130219206,595WH,7311WJ,2309031130219206,595WH,7311WJ
2309031130259887,573XF,512WH,2309031130259887,573XF,512WH
2309031130264304,574WG,551WH,2309031130264304,574WG,551WH
2309031130264514,574WG,755VF,2309031130264514,574WG,755VF
2309031130288214,7311WH,851WH,2309031130288214,7311WH,851WH
2309031130297310,574WG,371WH,2309031130297310,574WG,371WH
2309031130299186,575WK,571XF,2309031130299186,575WK,571XF
2309031130299216,575WK,573XF,2309031130299216,575WK,573XF
2309031130299410,575WK,579WH,2309031130299410,575WK,579WH
2309031130308050,579WH,536WH,2309031130308050,579WH,536WH
2309031130308230,579WH,595WH,2309031130308230,579WH,595WH
2309031130313796,592WH,769WK,2309031130313796,592WH,769WK
2309031130313826,592WH,769WK,2309031130313826,592WH,769WK
2309031130316570,595WH,028WH,2309031130316570,595WH,028WH
2309031130320482,595WH,371WH,2309031130320482,595WH,371WH
2309031130328980,663WH,752WH,2309031130328980,663WH,752WH
2309031130370218,595WH,010WS,2309031130370218,595WH,010WS
2309031130370248,595WH,311WH,2309031130370248,595WH,311WH
2309031130370458,595WH,791WH,2309031130370458,595WH,791WH
2309031130429460,579WH,517WH,2309031130429460,579WH,517WH
2309031130546351,752WH,021WW,2309031130546351,752WH,021WW
2309031130546377,752WH,024WH,2309031130546377,752WH,024WH
2309031130601431,752WH,027WK,2309031130601431,752WH,027WK
2309031130620187,752WH,762VH,2309031130620187,752WH,762VH
2309031130629065,7311WH,771WH,2309031130629065,7311WH,771WH
2309031130685963,752WH,531WH,2309031130685963,752WH,531WH
2309031130712185,752WH,663WH,2309031130712185,752WH,663WH
2309031130759048,752WH,7311WJ,2309031130759048,752WH,7311WJ
2309031130801987,752WH,663WH,2309031130801987,752WH,663WH
2309031130801987,752WH,762VH,2309031130801987,752WH,762VH
2309031130830255,769WK,663WH,2309031130830255,769WK,663WH
2309031130830373,769WK,762VH,2309031130830373,769WK,762VH
2309031131006272,769WK,8981VH,2309031131006272,769WK,8981VH
2309031131018998,791WH,595WH,2309031131018998,791WH,595WH
2309031131058696,791WH,022WH,2309031131058696,791WH,022WH
2309031131058696,791WH,024WH,2309031131058696,791WH,024WH
2309031131058726,791WH,571XF,2309031131058726,791WH,571XF
2309031131080704,791WH,027WK,2309031131080704,791WH,027WK
2309031131080704,791WH,029WH,2309031131080704,791WH,029WH
2309031131080734,791WH,027WK,2309031131080734,791WH,027WK
2309031131080734,791WH,371WH,2309031131080734,791WH,371WH
2309031131106564,769WK,752WH,2309031131106564,769WK,752WH
2309031131111259,771WH,028WH,2309031131111259,771WH,028WH
2309031131163853,769WK,663WH,2309031131163853,769WK,663WH
2309031131246242,769WK,752WH,2309031131246242,769WK,752WH
2309031131271242,769WK,752WH,2309031131271242,769WK,752WH
2309031131302282,769WK,752WH,2309031131302282,769WK,752WH
2309031131318924,771WH,851WH,2309031131318924,771WH,851WH
2309031131327304,791WH,022WH,2309031131327304,791WH,022WH
2309031131327334,791WH,023WH,2309031131327334,791WH,023WH
2309031131327334,791WH,028WH,2309031131327334,791WH,028WH
2309031131327364,791WH,510WH,2309031131327364,791WH,510WH
2309031131327394,791WH,536WH,2309031131327394,791WH,536WH
2309031131327394,791WH,551WH,2309031131327394,791WH,551WH
2309031131327484,791WH,7311WJ,2309031131327484,791WH,7311WJ
2309031131361644,757WL,752WH,2309031131361644,757WL,752WH
2309031131412398,791WH,551WH,2309031131412398,791WH,551WH
2309031131457933,931WH,937VH,2309031131457933,931WH,937VH
2309031131468201,769WK,762VH,2309031131468201,769WK,762VH
2309031131468221,769WK,762VH,2309031131468221,769WK,762VH
2309031131535909,769WK,752WH,2309031131535909,769WK,752WH
2309031131592917,871WH,771WH,2309031131592917,871WH,771WH
2309031131592947,871WH,851WH,2309031131592947,871WH,851WH
2309031131604246,931WH,991WH,2309031131604246,931WH,991WH
2309031131613644,791WH,510WH,2309031131613644,791WH,510WH
2309031131794778,931WH,029WH,2309031131794778,931WH,029WH
2309031131794898,931WH,937VH,2309031131794898,931WH,937VH
2309031131912784,S971WA,029WH,2309031131912784,S971WA,029WH
2309031131912784,S971WA,931WH,2309031131912784,S971WA,931WH
2309031132060728,931WH,991WH,2309031132060728,931WH,991WH
2309031132084882,S971WA,029WH,2309031132084882,S971WA,029WH
2309031132084882,S971WA,931WH,2309031132084882,S971WA,931WH
2309031132235120,752WH,510WH,2309031132235120,752WH,510WH
2309031132419135,791WH,851WH,2309031132419135,791WH,851WH
2309031132533556,851WH,791WH,2309031132533556,851WH,791WH
2309031132566609,797VH,022WH,2309031132566609,797VH,022WH
2309031132714708,931WH,029WH,2309031132714708,931WH,029WH
2309031132884858,516WH,510WH,2309031132884858,516WH,510WH
2309031132972779,539WH,532WH,2309031132972779,539WH,532WH
2309031133014315,028WH,851WH,2309031133014315,028WH,851WH
2309031133122967,536WH,023WH,2309031133122967,536WH,023WH
2309031133188919,021WW,871WH,2309031133188919,021WW,871WH
2309031133317092,558WH,020WS,2309031133317092,558WH,020WS
2309031133379155,021WW,028WH,2309031133379155,021WW,028WH
2309031133381389,513WH,769WK,2309031133381389,513WH,769WK
2309031133431549,791WH,595WH,2309031133431549,791WH,595WH
2309031133473014,539WH,535WH,2309031133473014,539WH,535WH
2309031133646014,571XF,576WH,2309031133646014,571XF,576WH
2309031133673800,577WH,513WH,2309031133673800,577WH,513WH
2309031133684055,311WH,022WH,2309031133684055,311WH,022WH
2309031133775786,663WH,752WH,2309031133775786,663WH,752WH
2309031133783570,574WG,553WH,2309031133783570,574WG,553WH
2309031133827184,516WH,517WH,2309031133827184,516WH,517WH
2309031133854763,551WH,553WH,2309031133854763,551WH,553WH
2309031133915103,411WH,024WH,2309031133915103,411WH,024WH
2309031133915103,S411AAD,024WH,2309031133915103,S411AAD,024WH
2309031133990511,312WH,551WH,2309031133990511,312WH,551WH
2309031134000354,595WH,021WW,2309031134000354,595WH,021WW
2309031134079752,553WH,371WH,2309031134079752,553WH,371WH
2309031134089952,021WW,539WH,2309031134089952,021WW,539WH
2309031134122896,558WH,510WH,2309031134122896,558WH,510WH
2309031134123941,318VH,311WH,2309031134123941,318VH,311WH
2309031134208894,851WH,023WH,2309031134208894,851WH,023WH
2309031134208894,851WH,028WH,2309031134208894,851WH,028WH
2309031134211823,595WH,752WH,2309031134211823,595WH,752WH
2309031134273741,573XF,431WH,2309031134273741,573XF,431WH
2309031134317950,851WH,551WH,2309031134317950,851WH,551WH
2309031134331949,553WH,512WH,2309031134331949,553WH,512WH
2309031134361445,539WH,535WH,2309031134361445,539WH,535WH
2309031134407215,871WH,028WH,2309031134407215,871WH,028WH
2309031134414757,022WH,024WH,2309031134414757,022WH,024WH
2309031134429846,510WH,513WH,2309031134429846,510WH,513WH
2309031134458640,579WH,351WF,2309031134458640,579WH,351WF
2309031134503417,535WH,769WK,2309031134503417,535WH,769WK
2309031134508387,574WG,571XF,2309031134508387,574WG,571XF
2309033080100066,S539WJ,539WH,2309033080100066,S539WJ,539WH
23090330801001006,S571WA,575WK,23090330801001006,S571WA,575WK
23090330801001007,S571WA,575WK,23090330801001007,S571WA,575WK
23090330801001054,S510W,513WH,23090330801001054,S510W,513WH
2309033080100109,S769W,752WH,2309033080100109,S769W,752WH
2309033080100112,S755WJ,752WH,2309033080100112,S755WJ,752WH
23090330801001128,S769W,762VH,23090330801001128,S769W,762VH
23090330801001137,S312WJ,312WH,23090330801001137,S312WJ,312WH
23090330801001177,S020WA,663WH,23090330801001177,S020WA,663WH
23090330801001215,S594WJ,591WH,23090330801001215,S594WJ,591WH
23090330801001269,S020WB,752WH,23090330801001269,S020WB,752WH
2309033080100533,S571WA,575WK,2309033080100533,S571WA,575WK
2309033080100572,S027W,027WH,2309033080100572,S027W,027WH
2309033080100620,S020WB,663WH,2309033080100620,S020WB,663WH
2309033080100737,S517WJ,515VH,2309033080100737,S517WJ,515VH
2309033080100780,S769W,663WH,2309033080100780,S769W,663WH
2309033080100835,S021W,512WH,2309033080100835,S021W,512WH
2309033080100968,S571W,575WK,2309033080100968,S571W,575WK
2309033080101005,S852WJ,851WH,2309033080101005,S852WJ,851WH
2309033080101007,S791AFS,791WH,2309033080101007,S791AFS,791WH
2309033080101018,S595W,595WH,2309033080101018,S595W,595WH
2309033080101050,S027W,027WH,2309033080101050,S027W,027WH
2309033080101102,S574WJ,574WG,2309033080101102,S574WJ,574WG
2309033080101121,S579WJ,871WH,2309033080101121,S579WJ,871WH
2309033081000001,S020WB,991WH,2309033081000001,S020WB,991WH
2309033082200001,S020WA,991WH,2309033082200001,S020WA,991WH
2309033090112002,S574WA,513WH,2309033090112002,S574WA,513WH
2309033090112002,S574WJ,513WH,2309033090112002,S574WJ,513WH
2309033090113002,S574WA,576WH,2309033090113002,S574WA,576WH
2309033090200002,S519WA,513WH,2309033090200002,S519WA,513WH
2309033090209018,S020WB,752WH,2309033090209018,S020WB,752WH
2309033090210025,S592WJ,592WH,2309033090210025,S592WJ,592WH
2309033090210035,S022WJ,022WH,2309033090210035,S022WJ,022WH
2309033090213033,S531W,871WH,2309033090213033,S531W,871WH
2309033090215012,S898WJ,8981VH,2309033090215012,S898WJ,8981VH
2309033090215021,S574WJ,576WH,2309033090215021,S574WJ,576WH
2309033090217025,S791WJ,791WH,2309033090217025,S791WJ,791WH
2309033090219011,S517WJ,517WH,2309033090219011,S517WJ,517WH
2309033090219018,S022WJ,316WH,2309033090219018,S022WJ,316WH
2309033090220016,S571W,513WH,2309033090220016,S571W,513WH
2309033090308004,S852WJ,851WH,2309033090308004,S852WJ,851WH
2309033090309001,S574WJ,574WG,2309033090309001,S574WJ,574WG
2309033090314011,S523WJ,514WH,2309033090314011,S523WJ,514WH
2309033090319001,S852WJ,851WH,2309033090319001,S852WJ,851WH
230904017773524,574VJ,579WH,230904017773524,574VJ,579WH
230904017773525,574VJ,579WH,230904017773525,574VJ,579WH
230904017773654,574VJ,023WH,230904017773654,574VJ,023WH
230904017773654,574VJ,028WH,230904017773654,574VJ,028WH
230904017773660,574VJ,029WH,230904017773660,574VJ,029WH
230904017773689,574VJ,574WG,230904017773689,574VJ,574WG
230904017773690,574VJ,574WG,230904017773690,574VJ,574WG
230904017773691,574VJ,574WG,230904017773691,574VJ,574WG
230904017773692,574VJ,574WG,230904017773692,574VJ,574WG
230904017773765,574VJ,769WK,230904017773765,574VJ,769WK
230904017774622,530VH,028WH,230904017774622,530VH,028WH
230904017774659,530VH,510WH,230904017774659,530VH,510WH
