waybillno,productcode
SF6507089035432,null
SF6507090159403,null
SF6507090559494,null
SF6507090146425,null
SF6507088982849,null
SF6507089108536,null
SF6507090205837,null
SF6507089072701,null
SF6507089084997,null
SF6507089075796,null
SF6507088986422,null
SF6507090190492,null
SF6507089114752,null
SF6507089061468,null
SF6507088607668,null
SF6507090398046,null
SF6507090075685,null
SF6507090128687,null
SF6507089245658,null
SF6507088040019,null
SF6507088987709,null
SF6507090450545,null
SF6507090349253,null
SF6507089444538,null
SF6507089073346,null
SF6507090110934,null
SF6507089119207,null
SF6507089445754,null
SF6507088129874,null
SF6507089655880,null
SF6507089219968,null
SF6507089107435,null
SF6507089268733,null
SF6507089401544,null
SF6507089083762,null
SF6507089114929,null
SF6507088874500,null
SF6507089624603,null
SF6507089667720,null
SF6507088703809,null
SF6507089147984,null
SF6507089508041,null
SF6507089813398,null
SF6507089770616,null
SF6507089568424,null
SF6507089453702,null
SF6507089457289,null
SF6507089107065,null
SF6507089447799,null
SF6507090156367,null
SF6507089146819,null
SF6507089269738,null
SF6507090715221,null
SF6507089584573,null
SF6507089612780,null
SF6507090017722,null
SF6507089061565,null
SF6507089071470,null
SF6507090558320,null
SF6507089112569,null
SF6507089113998,null
SF6507089729069,null
SF6507089077699,null
SF6507089569817,null
SF6507089951130,null
SF6507090034274,null
SF6507089069085,null
SF6507089130970,null
SF6507089067465,null
SF6507090439675,null
SF6507089300646,null
SF6507088692505,null
SF6507089064804,null
SF6507089530546,null
SF6507089116830,null
SF6507089064452,null
SF6507089123787,null
SF6507088606750,null
SF6507089173798,null
SF6507089110667,null
SF6507090290262,null
SF6507089069094,null
SF6507089175081,null
SF6507088606778,null
SF6507089072465,null
SF6507090169080,null
SF6507090589225,null
SF6507090026262,null
SF6507089628992,null
SF6507090111717,null
SF6507089556609,null
SF6507090652623,null
SF6507089074021,null
SF6507089220332,null
SF6507089117004,null
SF6507090801405,null
SF6507089062180,null
SF6507089125186,null
SF6507089035327,null
SF6507089126717,null
SF6507089111122,null
SF6507090310051,null
SF6507090627374,null
SF6507089126384,null
SF6507089360922,null
SF6508603272604,null
SF6507090035667,null
SF1513600693620,null
SF6507090039107,null
SF6507089108402,null
SF6507090238794,null
SF6507089369535,null
SF6507090508285,null
SF6507089075487,null
SF6507089232457,null
SF6507090538325,null
SF6507089667739,null
SF6507089127846,null
SF6507088607659,null
SF6507089899984,null
SF6508603271600,null
SF6507089122030,null
SF6507089108324,null
SF6507090493169,null
SF6507089619368,null
SF6507089118954,null
SF6507089766000,null
SF6507089098272,null
SF6507090187826,null
SF6507089118266,null
SF6507090506938,null
SF6507089077617,null
SF6507089125731,null
SF6507089116337,null
SF6507089108615,null
SF6507089221867,null
SF6507089619852,null
SF6507089630079,null
SF6507089112620,null
SF6507089069386,null
SF6507088856356,null
SF6507090071165,null
SF6507089925999,null
SF6507089987992,null
SF6507089127273,null
SF6507089428716,null
SF6507090102597,null
SF6507088918356,null
SF6507088922784,null
SF6507089083250,null
SF6507089063389,null
SF6507089068487,null
SF6507089507578,null
SF6507089116512,null
SF6507089031055,null
SF6507089788350,null
SF6507089206024,null
SF6507088808626,null
SF6507089627291,null
SF6507088985773,null
SF6507089089202,null
SF6507090548724,null
SF6507089126657,null
SF6507089727698,null
SF6507090327416,null
SF6507089121964,null
SF6507089102248,null
SF6507088607252,null
SF6507089088695,null
SF6507089088155,null
SF6507089854018,null
SF6507090233641,null
SF6507089426693,null
SF9600553063751,SE0001
SF6507089711070,null
SF6507089993835,null
SF6507089092645,null
SF6507089556196,null
SF6507090420026,null
SF6507090309880,null
SF6507089743570,null
SF6507089083887,null
SF6507089450162,null
SF6507090444056,null
SF6507089080131,null
SF6507090307766,null
SF6507090155769,null
SF6507088797077,null
SF6507089244926,null
SF6507089075714,null
SF6507089123750,null
SF6507089573028,null
SF6507089067235,null
SF6507089115809,null
SF6507089259206,null
SF6507089647056,null
SF6507090438698,null
SF6507090608267,null
SF6507089115333,null
SF6507089441871,null
SF6507089864499,null
SF6507088968232,null
SF6507089074225,null
SF6507090673059,null
SF6507090812402,null
SF6507090399988,null
SF6507089447444,null
SF6507089215881,null
SF6507090395122,null
SF6507089121391,null
SF6507089121479,null
SF6507090439578,null
SF6507090630365,null
SF6507090458993,null
SF6507088605165,null
SF6507089998103,null
SF6508603273123,null
SF6507089452629,null
SF6507089367023,null
SF6507090208081,null
SF6507089073027,null
SF6507089508448,null
SF6507089833595,null
SF6507089064073,null
SF6507090412023,null
SF6507089297463,null
SF6507089494450,null
SF6507089126975,null
SF6507089367951,null
SF6507089298555,null
SF6507089083205,null
SF6507089969950,null
SF6507089110930,null
SF6507089073779,null
SF6507089998307,null
SF6507090508549,null
SF6507090126475,null
SF6507089084942,null
SF6507089087488,null
SF6507090216834,null
SF6507090403168,null
SF6508603272977,null
SF6507089609859,null
SF6507088981148,null
SF6507089084775,null
SF6507089063343,null
SF6507088981809,null
SF6507089692858,null
SF6507089066928,null
SF6507090331102,null
SF6507089067996,null
SF6507090720714,null
SF6507089675646,null
SF9600553063471,SE0001
SF6507089071707,null
SF6507089703155,null
SF6507089062126,null
SF6507090278237,null
SF6507089425371,null
SF6507089890929,null
SF6507090660326,null
SF6507089065420,null
SF6507090566826,null
SF6507089080159,null
SF6507089623705,null
SF6507089675646,
SF6507089237584,null
SF6507089120244,null
SF6507089120040,null
SF6507090169469,null
SF6507090258648,null
SF9600553063211,SE0001
SF6507089793987,null
SF6507090046133,null
SF6507090221400,null
SF6507090168852,null
SF6507089085859,null
SF6507090444499,null
SF6507090161851,null
SF6507089096891,null
SF6507089063689,null
SF6507089595340,null
SF6507089124612,null
SF6507089069773,null
SF6507089080731,null
SF6507089022145,null
SF6507088986722,null
SF6507089107453,null
SF6507089079228,null
SF6507090177524,null
SF6507089734562,null
SF6507090101618,null
SF6507089070784,null
SF6507090585096,null
SF6507089126366,null
SF6507089804999,null
SF6507088870008,null
SF6507089769562,null
SF6507089734156,null
SF6507089338985,null
SF6507089107799,null
SF6507089124781,null
SF6507089886193,null
SF6507089852513,null
SF6507090508115,null
SF6507089833804,null
SF6507088606450,null
SF6508603272904,null
SF6507089110020,null
SF6507090444426,null
SF6507090522801,null
SF6507089186518,null
SF6507090374178,null
SF6507089124297,null
SF6507089110463,null
SF6507089122377,null
SF6507090469114,null
SF6507090336635,null
SF6507089644574,null
SF6507089118423,null
SF6507089082273,null
SF6507089114601,null
SF6507089065315,null
SF6507089116812,null
SF6507090214950,null
SF6507089079158,null
SF6507089120710,null
SF6507089077229,null
SF9600553063321,SE0001
SF6507090454755,null
SF6507090507933,null
SF6507090165674,null
SF6507089909859,null
SF6507090060528,null
SF6507090000163,null
SF6507090031932,null
SF6507089852028,null
SF6507089595128,null
SF6507089976359,null
SF6507089068811,null
SF6507089105718,null
SF6507088401024,null
SF6507088607589,null
SF9600553064111,SE0001
SF6507088039284,null
SF6507089615493,null
SF6507089299984,null
SF6507088983978,null
SF6507089155217,null
SF6507088985289,null
SF6507089112920,null
SF6507089079689,null
SF6507088947137,null
SF6507089113237,null
SF6507089117632,null
SF6507090410855,null
SF6507088946035,null
SF6507088988176,null
SF6507090215628,null
SF6507089994035,null
SF6507089669747,null
SF6507089629979,null
SF6507090604296,null
SF6507090675164,null
SF6507089828595,null
SF6507088855149,null
SF6507089126426,null
SF6507090596047,null
SF6507090523145,null
SF6507090032381,null
SF6507090076952,null
SF6507089490822,null
SF6507089075875,null
SF6507088607234,null
SF6507090770938,null
SF6507089062523,null
SF6507089235300,null
SF6507090378246,null
SF6507090697237,null
SF6507089298952,null
SF6507090564697,null
SF6507089915554,null
SF6507090501654,null
SF6507089776968,null
SF6507089087090,null
SF6507089125159,null
SF6507089125098,null
SF6507090102551,null
SF6507089065193,null
SF6507090596602,null
SF6507089078499,null
SF6507090479896,null
SF6507090105200,null
SF6507089453397,null
SF6507089238685,null
SF6507089110181,null
SF6507089115545,null
SF6507089229069,null
SF6507089072244,null
SF6507089078657,null
SF6507090225074,null
SF6507089121779,null
SF6507090466871,null
SF6507089084518,null
SF6507089700382,null
SF6507089074049,null
SF6507089111653,null
SF6507089464832,null
SF6507089697349,null
SF6507089060181,null
SF6507090305970,null
SF6507089397385,null
SF6507089959958,null
SF6507089169271,null
SF6507089816715,null
SF6507089068972,null
SF6507089083648,null
SF6507088982081,null
SF6507089073797,null
SF6507089720192,null
SF6507089971611,null
SF6507090845800,null
SF6507089937309,null
SF6507088692029,null
SF6507089220535,null
SF6507089122977,null
SF6507089303243,null
SF6507090507660,null
SF6507089146643,null
SF6507090392755,null
SF6507090214978,null
SF6507089516982,null
SF6507090656994,null
SF6507089210588,null
SF6507089088700,null
SF6507089115854,null
SF6507090490077,null
SF6507090166280,null
SF6507089096149,null
SF6507089199639,null
SF6507088981906,null
SF6507089390789,null
SF6507089908766,null
SF6507089073600,null
SF6507090102649,null
SF6507090481177,null
SF6507089819289,null
SF6507089111971,null
SF6507089929457,null
SF6507089035239,null
SF6507089061380,null
SF6507089820783,null
SF6507089521521,null
SF6507090281680,null
SF6507088986953,null
SF6507090173517,null
SF6507089062939,null
SF6507089110649,null
SF6507090214978,
SF6507089254294,null
SF6507089065484,null
SF6507089085416,null
SF6507090105185,null
SF6507089521521,
SF6507088501449,null
SF6507089082794,null
SF6507089125122,null
SF6507090309871,null
SF6507089998334,null
SF6507089847841,null
SF6507089246246,null
SF6507089072192,null
SF6507089692664,null
SF6507089115784,null
SF6507089127307,null
SF6507089558399,null
SF6507089107444,null
SF6507089114329,null
SF6507089120508,null
SF6507088607677,null
SF6507090061480,null
SF6507089064716,null
SF6507088985825,null
SF6507090256427,null
SF6507088984390,null
SF6507089263962,null
SF6507089060879,null
SF6507090713840,null
SF6507089695067,null
SF6507089554691,null
SF6507089086932,null
SF6507088894947,null
SF6507089067474,null
SF6507089093861,null
SF6508603272677,null
SF6507089526814,null
SF6507090413798,null
SF6507089275433,null
SF6507089113703,null
SF6507089110445,null
SF6507090676399,null
SF6507088988246,null
SF6507089405093,null
SF6507089065457,null
SF6507088985613,null
SF6507090232867,null
SF6507090304162,null
SF6507089094538,null
SF6507089608536,null
SF6507089098290,null
SF6507089076772,null
SF6507090659006,null
SF6507089463529,null
SF6507090332221,null
SF6507090592773,null
SF6507089604159,null
SF6508603272843,null
SF6507089544495,null
SF6507089082307,null
SF6507090518533,null
SF6507089116451,null
SF6507088900117,null
SF6507089996680,null
SF6507090331960,null
SF6507089300530,null
SF9600553063721,SE0001
SF6507089112135,null
SF6507089120429,null
SF6507089119191,null
SF6507090438989,null
SF6507089107393,null
SF6507089298015,null
SF6507089082970,null
SF6507089707471,null
SF6507089117553,null
SF6507089180275,null
SF6507090463010,null
SF6507089064295,null
SF6507089073928,null
SF6507088985021,null
SF6507089143995,null
SF6507089409610,null
SF6507089134605,null
SF6507089128204,null
SF6507089117853,null
SF6507089248988,null
SF6507089075187,null
SF6507090147218,null
SF6507088607368,null
SF6507089070836,null
SF6507090317981,null
SF6507089061501,null
SF6507090062739,null
SF6507088987454,null
SF6507089109674,null
SF6507089119728,null
SF6507089063176,null
SF6507089069977,null
SF6507089220299,null
SF6507089880354,null
SF6507089608139,null
SF6507089788871,null
SF6507089205303,null
SF6507089681428,null
SF6507090498143,null
SF6507090443186,null
SF6507089063864,null
SF6507089123884,null
SF6507089241969,null
SF6507089220022,null
SF6507089073682,null
SF6507090438112,null
SF6507089097611,null
SF6507089407357,null
SF6507089373125,null
SF6507089573286,null
SF6507089899684,null
SF6507090111799,null
SF6507089121197,null
SF6507089079200,null
SF6507089108111,null
SF6508603271803,null
SF6507089482274,null
SF6507089104944,null
SF6507089402026,null
SF6507089128540,null
SF6507089165989,null
SF6507089109107,null
SF6507088691510,null
SF6507089529184,null
SF6507089911422,null
SF6507089605694,null
SF6507089093395,null
SF6507089079564,null
SF6507090440270,null
SF6507090007031,null
SF6507090535904,null
SF6507090608203,null
SF6507089121197,
SF6507088641573,null
SF6507090336617,null
SF6507090252004,null
SF6507089905879,null
SF6507089850117,null
SF6507089144662,null
SF6507088987667,null
SF6507089805994,null
SF6507089063015,null
SF6507089071568,null
SF6507089061052,null
SF6507088607395,null
SF6507090660477,null
SF6507089279034,null
SF6507090207960,null
SF6507089854027,null
SF6507089091650,null
SF6507090360644,null
SF6507090621525,null
SF6507089125265,null
SF6507089702336,null
SF6507089997930,null
SF6507090359591,null
SF6508603271946,null
SF6507089086678,null
SF6508603272561,null
SF6507090332009,null
SF6507089860773,null
SF6507090442454,null
SF6507089657525,null
SF6507089220350,null
SF6507089119782,null
SF6507088045085,null
SF6507088988130,null
SF6507089112841,null
SF6507088661125,null
SF6507089117862,null
SF6507089939371,null
SF6507089729139,null
SF6507090007696,null
SF6507089239168,null
SF6507090404241,null
SF6507089123423,null
SF6507089070360,null
SF6507089220244,null
SF6507089919913,null
SF6507089729139,
SF6507089112214,null
SF6507089108711,null
SF6507089073018,null
SF6507090596657,null
SF6507089527537,null
SF6507089283463,null
SF6507089078799,null
SF6507088607216,null
SF6507090483961,null
SF6507089578676,null
SF6507089091396,null
SF6507090084230,null
SF6507088984954,null
SF6507089086678,
SF6507089927519,null
SF6507090667691,null
SF6507089123636,null
SF6507089067817,null
SF6507090719317,null
SF6507089111353,null
SF6507090517318,null
SF6507088987427,null
SF6508603272631,null
SF1687884538656,SE0113
SF6507089701156,null
SF6507089453193,null
SF6507088607428,null
SF6507090349599,null
SF6507089872881,null
SF6507089992567,null
SF6507089112639,null
SF6507089074128,null
SF6507090188705,null
SF6507090635094,null
SF6507089128674,null
SF6507090333332,null
SF6507090248964,null
SF6507090126642,null
SF6507089110260,null
SF6507090155672,null
SF6507089492451,null
SF6507089063846,null
SF6507089109656,null
SF6507089116760,null
SF6507089114798,null
SF6507089106989,null
SF6507089148272,null
SF6507089108466,null
SF6507088987718,null
SF6507090387987,null
SF6507090371863,null
SF6507090316482,null
SF6507089803243,null
SF6507089336234,null
SF6507089087937,null
SF6507089121594,null
SF6507089095727,null
SF6507090761676,null
SF6507089590107,null
SF6507089121673,null
SF6507089796210,null
SF6507088607686,null
SF6507089111883,null
SF6507088849224,null
SF6507089064983,null
SF6507090353858,null
SF6507089901932,null
SF6507089076011,null
SF6507090160283,null
SF6507089606158,null
SF6507089116691,null
SF6507089069552,null
SF6507089130500,null
SF6507089068857,null
SF6507090695353,null
SF6507090441187,null
SF6507089282892,null
SF6507089482704,null
SF6507089122995,null
SF6507089080210,null
SF6507089219012,null
SF6507090310389,null
SF6507090144578,null
SF6507089480945,null
SF6507089076860,null
SF6507089085822,null
SF6507089105224,null
SF6507089122728,null
SF6507089128559,null
SF6507088985030,null
SF6507089062717,null
SF6507090097924,null
SF6507089073197,null
SF6507090214632,null
SF6507089126083,null
SF6507090029414,null
SF6507089732139,null
SF6507089352586,null
SF6507090026747,null
SF6507089153697,null
SF6507089801004,null
SF6507089415660,null
SF6507090315521,null
SF6507089894150,null
SF6507089704529,null
SF6507089126010,null
SF6507089096855,null
SF6507089124011,null
SF6507088691883,null
SF6507089131780,null
SF6507090453858,null
SF6507090331933,null
SF6507089697154,null
SF6507089589594,null
SF6507089108679,null
SF6507089117905,null
SF6507089727024,null
SF6507089113264,null
SF6507089076685,null
SF6507090159846,null
SF6507089205367,null
SF6507090365091,null
SF6507089089796,null
SF6507090061887,null
SF6507089080229,null
SF6507089757525,null
SF6507089114064,null
SF6507089416919,null
SF6507090503362,null
SF6507089205515,null
SF6507089116328,null
SF6507090151629,null
SF6507089073585,null
SF6507089115775,null
SF6507089689867,null
SF6507089298103,null
SF6507089114947,null
SF6507089112523,null
SF6507089092918,null
SF6507088981748,null
SF6507089296140,null
SF6507090120750,null
SF6507089385939,null
SF6507089357377,null
SF6507089527200,null
SF6507089070236,null
SF6507089215951,null
SF6507089111680,null
SF6507089327219,null
SF6507090510088,null
SF6507089132651,null
SF6507090327310,null
SF6507089206389,null
SF6507090489100,null
SF6507089110694,null
SF6507089220544,null
SF6507089561248,null
SF6507089316415,null
SF6507089061016,null
SF6507090063310,null
SF6507090338176,null
SF6507089069534,null
SF6507089717271,null
SF6507089084050,null
SF6507089925838,null
SF6507089776021,null
SF6507089405206,null
SF6507090077657,null
SF6507090350906,null
SF6507088982512,null
SF6507090441441,null
SF6507089778588,null
SF6507090244693,null
SF6507089485366,null
SF6507089308166,null
SF6507090527859,null
SF6507089126126,null
SF6507088984539,null
SF6507088016046,null
SF6507089064416,null
SF6507089079749,null
SF6507089959376,null
SF6507089111935,null
SF6507089127316,null
SF6507089125238,null
SF6507089128107,null
SF6507089115351,null
SF6507090020186,null
SF6507090190580,null
SF6507090320502,null
SF6507089118811,null
SF9600553063381,SE0001
SF6507089077210,null
SF6507089082819,null
SF6507089120305,null
SF6507089296344,null
SF6507089082200,null
SF6507089074164,null
SF6507089113485,null
SF6507089733638,null
SF6507090003800,null
SF6507089474978,null
SF6507089081985,null
SF6507090190580,
SF6507090313629,null
SF6507089093782,null
SF6507089080070,null
SF6507090331005,null
SF6507089687831,null
SF6507089116858,null
SF6507089075575,null
SF6507089070069,null
SF6507090589012,null
SF6507089289812,null
SF6507089123593,null
SF6507089076472,null
SF6507088988334,null
SF6507089415845,null
SF6507089072941,null
SF6507089268849,null
SF6507089188244,null
SF6507090135359,null
SF6507088986210,null
SF6507089176191,null
SF6507089108439,null
SF6507089949222,null
SF6507090017892,null
SF6507089118381,null
SF6507089271453,null
SF6507089118511,null
SF6507089219377,null
SF6507090440686,null
SF6507089816009,null
SF6507089127467,null
SF6507090454419,null
SF6507088608362,null
SF6507089204999,null
SF6507088988194,null
SF6507089583736,null
SF6507089171135,null
SF6507090152765,null
SF6507089119359,null
SF6507090515937,null
SF6507089998264,null
SF6507089148720,null
SF6507089213403,null
SF6507090446540,null
SF6507088607986,null
SF6507089078180,null
SF6507090394851,null
SF6507089822534,null
SF6507089907320,null
SF6507089035150,null
SF6507090110689,null
SF6507088606866,null
SF6507089814347,null
SF6507089487974,null
SF6507090226175,
SF6507090226175,null
SF6507089128647,null
SF6507088608477,null
SF6507089125874,null
SF6507089110515,null
SF6507089808245,null
SF6507089413200,null
SF6507090312933,null
SF6507089297630,null
SF9600553063631,SE0001
SF6507089087391,null
SF6507089126029,null
SF6507090141972,null
SF6507089072783,null
SF6507088634661,null
SF6507089909910,null
SF6507089072387,null
SF6507089625195,null
SF6507089086438,null
SF6507089116479,null
SF6507089493031,null
SF6507089978312,null
SF6507090495874,null
SF6507089068884,null
SF6507089375955,null
SF6507090041547,null
SF6507089078171,null
SF6507090443777,null
SF6507089078675,null
SF6507089077865,null
SF6507090135507,null
SF6507089565661,null
SF6507089877239,null
SF6507090438130,null
SF6507089070032,null
SF6507089461654,null
SF6507090714517,null
SF6507089082537,null
SF6507089120208,null
SF6507089113661,null
SF6507090017399,null
SF6507089120410,null
SF6507089828374,null
SF6507090101732,null
SF6507089942741,null
SF6507089083939,null
SF6507089085383,null
SF6507089219137,null
SF6507089162709,null
SF6507090637472,null
SF6507090017510,null
SF6507089079051,null
SF6507089098069,null
SF6507089960049,null
SF6507089121451,null
SF6507089072880,null
SF6507089089778,null
SF6507089079282,null
SF6507089126693,null
SF6507090451489,null
SF6507090029266,null
SF6507089086553,null
SF6507090199881,null
SF6507089378039,null
SF6507089121619,null
SF6507089252683,null
SF6507089922289,null
SF6507090531087,null
SF6507089296980,null
SF6507089395021,null
SF6507089580390,null
SF6507089062657,null
SF6507089735876,null
SF6507089088870,null
SF6507089080713,null
SF6507090249341,null
SF6507089076603,null
SF6507089128125,null
SF9600553063231,SE0001
SF6507089122368,null
SF6507089297279,null
SF6507089118909,null
SF6507089109037,null
SF6507089118178,null
SF6507089065411,null
SF6507089367933,null
SF6508603272959,null
SF6507090463214,null
SF6507089541853,null
SF6507089121751,null
SF6507090322810,null
SF6507089065041,null
SF6507090054833,null
SF6507089061177,null
SF6507088834389,null
SF6507090146064,null
SF6507090309562,null
SF6508603271751,null
SF6507089496662,null
SF6507089693526,null
SF6507089327006,null
SF6507090078218,null
SF6507089079785,null
SF6507089185505,null
SF6507089261584,null
SF6507090313356,null
SF6507089118566,null
SF6507089184015,null
SF6507089121797,null
SF6507089061953,null
SF6507090010739,null
SF6507090167849,null
SF6507089532193,null
SF6507089035354,null
SF6507089730564,null
SF6507089336386,null
SF6507089087724,null
SF6507088015088,null
SF6507090439065,null
SF6507089123548,null
SF6507090251392,null
SF6507090323385,null
SF6507089124312,null
SF6507089219534,null
SF6507090510698,null
SF6507089636843,null
SF6507089069119,null
SF6507089061731,null
SF6507089080653,null
SF6507089125838,null
SF6507089296740,null
SF6507089075450,null
SF6507089946607,null
SF6507089625113,null
SF6507089220068,null
SF6507090011277,null
SF6507090216755,null
SF6507089220059,null
SF6507089108739,null
SF6507089195686,null
SF6507088042600,null
SF6507089919012,null
SF6507089077486,null
SF6507089076658,null
SF6507089017270,null
SF9600553063681,SE0001
SF6507090367364,null
SF6507089076145,null
SF6507089082616,null
SF6507089125362,null
SF6507089071452,null
SF6507089111608,null
SF6507089559118,null
SF6507089085886,null
SF6507089833610,null
SF6507089062162,null
SF6507089061292,null
SF6507089065388,null
SF6507089224603,null
SF6507089329290,null
SF6507090332072,null
SF6507089508402,null
SF6507089237893,null
SF6507090310033,null
SF6507089681913,null
SF6507089604195,null
SF6507089143686,null
SF6507089617059,null
SF6507089531666,null
SF6507089911662,null
SF6507089068893,null
SF6507090305537,null
SF6507089752513,null
SF6507090055477,null
SF6507089112993,null
SF6507089125699,null
SF6507090328923,null
SF6507089390347,null
SF6508603272049,null
SF6507089115988,null
SF6507089113149,null
SF6507089082167,null
SF6507089123866,null
SF6507090309774,null
SF6507090015239,null
SF6507089078214,null
SF9600553063491,SE0001
SF6507090083509,null
SF6507089293095,null
SF6507089161469,null
SF6507089194575,null
SF6507089930703,null
SF6507089194575,
SF6507089128683,null
SF6507089123132,null
SF6507089107357,null
SF6507090608479,null
SF6507089123972,null
SF6507090422777,null
SF6507089068645,null
SF6507090331563,null
SF6507090296162,null
SF6507089299223,null
SF6507089992715,null
SF6507089639740,null
SF6507089920040,null
SF6507089461681,null
SF6507089958801,null
SF6507088608229,null
SF6507089767951,null
SF6507088662996,null
SF6507089114443,null
SF6507089110630,null
SF6507090128978,null
SF6507089127573,null
SF6507090678500,null
SF6507089082255,null
SF6507089523645,null
SF6507090231493,null
SF6507089516072,null
SF6507088558258,null
SF6507090446073,null
SF6507090093626,null
SF6507089143049,null
SF6507090326906,null
SF6507089259630,null
SF6507088606487,null
SF6507089427194,null
SF6507090254852,null
SF6507089152683,null
SF6507090438467,null
SF6507089068275,null
SF6507089266568,null
SF6507089067932,null
SF6507089096961,null
SF6507090153249,null
SF6507089219995,null
SF6507088974689,null
SF6507090633678,null
SF6507089077283,null
SF6507090521598,null
SF6507089204247,null
SF6507088682142,null
SF6507089695216,null
SF6507090103317,
SF6507089114407,null
SF6507089167475,null
SF6507089857913,null
SF6507089993192,null
SF6507089295913,null
SF6507089733938,null
SF6507089084933,null
SF6507089121081,null
SF6507089120004,null
SF6507089881137,null
SF6507089073830,null
SF6507089294105,null
SF6507089446200,null
SF6507088988079,null
SF6507089340160,null
SF6507089162524,null
SF6507089124597,null
SF6507089081921,null
SF6507090830416,null
SF6507090103317,null
SF6507089072623,null
SF6507089111380,null
SF6507090011752,null
SF6507089777741,null
SF6507089756954,null
SF6507089060542,null
SF6507089112302,null
SF6507090310246,null
SF6507090437190,null
SF6507089116364,null
SF6507090034326,null
SF6507088982294,null
SF6507088987066,null
SF6507089112269,null
SF6507090059757,null
SF6507089075327,null
SF6507090168834,null
SF6507090689791,null
SF6507089064656,null
SF6507089069155,null
SF6507089073090,null
SF6507089273198,null
SF6507089126541,null
SF6507089195030,null
SF6507089104422,null
SF6507089073503,null
SF6507090485397,null
SF6507089998079,null
SF6507089080722,null
SF6507090492340,null
SF6507089098263,null
SF6507089096970,null
SF6507089088931,null
SF6507090146601,null
SF6507089267809,null
SF6507089112480,null
SF6507089119137,null
SF6507089083514,null
SF6507090211108,null
SF6507088415317,null
SF6507090713310,null
SF6507089088137,null
SF6507089565616,null
SF6507090344693,null
SF6507089743094,null
SF6507089652073,null
SF6507089120747,null
SF6507089076718,null
SF6507089115979,null
SF6507090000312,null
SF6507089974350,null
SF6507089267809,
SF6507089012752,null
SF6507089073946,null
SF6507089110358,null
SF6507090720654,null
SF6507090496657,null
SF6507090108567,null
SF6507090371475,null
SF6507088221902,null
SF6507089068875,null
SF6507090600419,null
SF6507090114314,null
SF6507090102958,null
SF6507089097762,null
SF6507090444269,null
SF6507089890752,null
SF6507090332673,null
SF6507090430470,null
SF6507089288710,null
SF6507089298767,null
SF6507089288678,null
SF6507090775861,null
SF6507090761718,null
SF6507088345535,null
SF6507090438652,null
SF6507089119816,null
SF6507089415545,null
SF6507089392406,null
SF6507089082024,null
SF6508603273469,null
SF6507089763043,null
SF6507090030276,null
SF6507089063607,null
SF6507089263238,null
SF6507089120756,null
SF6507089245481,null
SF6507089214610,null
SF6507089257225,null
SF6507089075150,null
SF6507089081949,null
SF6507089080025,null
SF6507090032593,null
SF6507089089390,null
SF6507090220769,null
SF6507090444408,null
SF6507089115014,null
SF6507089115793,null
SF6507089036824,null
SF6507089711865,null
SF6507090490401,null
SF6507089214610,
SF6507088559305,null
SF6507089130670,null
SF6507089148263,null
SF6507089116488,null
SF6507089078957,null
SF6507089087628,null
SF6507090042762,null
SF6507089380972,null
SF6507089126435,null
SF9600553064121,SE0001
SF6507089065527,null
SF6507089092990,null
SF6507089124303,null
SF6507089157191,null
SF6507089069640,null
SF6507090220284,null
SF9600553063821,SE0001
SF6507089109752,null
SF6507089123487,null
SF6507089438860,null
SF6507089122986,null
SF6507089188280,null
SF6507089067871,null
SF6507089982283,null
SF6507089734871,null
SF6507089219085,null
SF6507088606584,null
SF6507089073973,null
SF6507089125025,null
SF6507089118080,null
SF6507090456020,null
SF6507090174990,null
SF6507089827698,null
SF6507089096316,null
SF6507089082264,null
SF6507088988255,null
SF6507089126302,null
SF6507089259603,null
SF6507090153849,null
SF6507089124879,null
SF6507090155645,null
SF6507089094786,null
SF6507089204362,null
SF6507089071813,null
SF6507089580575,null
SF6507090267451,null
SF6507089336119,null
SF6507090468598,null
SF6507089094759,null
SF6507089113194,null
SF6507090296001,null
SF6507089073009,null
SF6507090437260,null
SF6507090461524,null
SF6507089469783,null
SF6507089301013,null
SF6507089067526,null
SF6507089084111,null
SF6507089071416,null
SF6507089098157,null
SF6507089607902,null
SF6507087808637,null
SF6507090031987,null
SF6507088606954,null
SF6507090000367,null
SF6507089084388,null
SF6507089115493,null
SF6507090171342,null
SF6507089086429,null
SF6507090038493,null
SF6507088026349,null
SF6507088986335,null
SF6507089122677,null
SF6507089082352,null
SF6507089061247,null
SF6507089069686,null
SF6507088692684,null
SF6507089219719,null
SF6507088691865,null
SF6507090027391,null
SF6507089162612,null
SF6507089107375,null
SF6507090411708,null
SF6507090714447,null
SF6508603273354,null
SF6507089362233,null
SF6507090078411,null
SF6507089866198,null
SF6507088026985,null
SF6507088985668,null
SF6507089109761,null
SF6507089118884,null
SF6507089176589,null
SF6507089080592,null
SF6507089623202,null
SF6507089370846,null
SF6507089063467,null
SF6507089068432,null
SF6507089238427,null
SF6507089062269,null
SF6507089120517,null
SF6507089305233,null
SF6507089814189,null
SF6507089997921,null
SF6507089827194,null
SF6507089115411,null
SF6507089071886,null
SF6507089827837,null
SF6507090647702,null
SF6507089121576,null
SF6507089112171,null
SF9600553064061,SE0001
SF6507089565625,null
SF6507089809956,null
SF6507089714901,null
SF6507088894752,null
SF6507089112357,null
SF6507089116230,null
SF6507089075839,null
SF6507089114240,null
SF6507090236431,null
SF6507089143604,null
SF6507089112805,null
SF6507090331148,null
